ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9446786,HX100021,01/01/2014 12:11:00 AM,055XX W POTOMAC AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE PORCH/HALLWAY,true,false,2532,025,37,25,15,1138977,1908066,2014,02/18/2014 12:39:17 AM,41.903851573,-87.764948033,"(41.903851573, -87.764948033)"
9446819,HX100082,01/01/2014 12:12:00 AM,002XX W 106TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,0512,005,34,49,15,1176272,1834351,2014,01/03/2014 12:38:59 AM,41.700810769,-87.630170022,"(41.700810769, -87.630170022)"
9446900,HX100010,01/01/2014 12:12:00 AM,0000X E 121ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,0532,005,9,53,15,1178700,1824674,2014,01/04/2014 12:39:15 AM,41.674200926,-87.621572372,"(41.674200926, -87.621572372)"
9446830,HX100077,01/01/2014 12:13:00 AM,043XX W WILCOX ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1115,011,28,26,15,1147572,1898946,2014,01/20/2014 12:40:05 AM,41.878664679,-87.733610314,"(41.878664679, -87.733610314)"
9446825,HX100032,01/01/2014 12:14:00 AM,073XX S EBERHART AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,true,false,0323,003,6,69,18,1180887,1856457,2014,03/01/2014 12:41:06 AM,41.761367643,-87.612593881,"(41.761367643, -87.612593881)"
9446869,HX100058,01/01/2014 12:14:00 AM,073XX S EBERHART AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE PORCH/HALLWAY,true,false,0323,003,6,69,08B,1180887,1856457,2014,02/01/2014 12:40:05 AM,41.761367643,-87.612593881,"(41.761367643, -87.612593881)"
9454414,HX101766,01/01/2014 12:15:00 AM,022XX N LINCOLN AVE,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1812,018,43,7,06,1171507,1915312,2014,01/11/2014 12:39:15 AM,41.923081353,-87.64524405,"(41.923081353, -87.64524405)"
9446844,HX100064,01/01/2014 12:15:00 AM,110XX S HOYNE AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2212,022,19,75,08B,1164188,1831467,2014,01/04/2014 12:39:15 AM,41.6931588,-87.674498158,"(41.6931588, -87.674498158)"
9446791,HX100104,01/01/2014 12:15:00 AM,014XX N WELLS ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1821,018,27,8,06,1174395,1910173,2014,01/03/2014 12:38:59 AM,41.908915629,-87.634786441,"(41.908915629, -87.634786441)"
9446866,HX100065,01/01/2014 12:16:00 AM,028XX W JACKSON BLVD,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENCE PORCH/HALLWAY,true,false,1124,011,2,27,15,1157380,1898523,2014,01/03/2014 12:38:59 AM,41.877310212,-87.697608643,"(41.877310212, -87.697608643)"
9446814,HX100063,01/01/2014 12:20:00 AM,035XX W GRENSHAW ST,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENTIAL YARD (FRONT/BACK),true,false,1133,011,24,29,15,1153016,1894871,2014,01/03/2014 12:38:59 AM,41.867376309,-87.71372891,"(41.867376309, -87.71372891)"
9446780,HX100023,01/01/2014 12:20:00 AM,003XX N COLUMBUS DR,0460,BATTERY,SIMPLE,STREET,true,false,0114,001,42,32,08B,1178255,1902225,2014,01/03/2014 12:38:59 AM,41.887018826,-87.620849252,"(41.887018826, -87.620849252)"
9446849,HX100025,01/01/2014 12:20:00 AM,130XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0533,005,9,54,08B,1185330,1818718,2014,01/16/2014 12:40:00 AM,41.657703974,-87.597492075,"(41.657703974, -87.597492075)"
9446809,HX100014,01/01/2014 12:22:00 AM,086XX S MORGAN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0613,006,21,71,15,1171113,1847712,2014,01/03/2014 12:38:59 AM,41.737589347,-87.648671325,"(41.737589347, -87.648671325)"
9446832,HX100092,01/01/2014 12:24:00 AM,042XX W MONROE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,true,false,1115,011,28,26,04A,1148137,1899284,2014,01/20/2014 12:40:05 AM,41.879581337,-87.731527025,"(41.879581337, -87.731527025)"
9448651,HX101945,01/01/2014 12:25:00 AM,017XX N AUSTIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2531,025,29,25,08B,1136176,1911006,2014,01/05/2014 12:39:48 AM,41.911969758,-87.775166679,"(41.911969758, -87.775166679)"
9446789,HX100068,01/01/2014 12:25:00 AM,048XX N LAWNDALE AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,1712,017,39,14,08B,1150813,1931707,2014,01/03/2014 12:38:59 AM,41.968500987,-87.72085072,"(41.968500987, -87.72085072)"
9446823,HX100106,01/01/2014 12:27:00 AM,069XX S THROOP ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENTIAL YARD (FRONT/BACK),true,false,0734,007,17,67,15,1168823,1858546,2014,01/11/2014 12:39:15 AM,41.767368996,-87.656749128,"(41.767368996, -87.656749128)"
9446779,HX100035,01/01/2014 12:28:00 AM,014XX N LOREL AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENTIAL YARD (FRONT/BACK),false,false,2532,025,37,25,15,1140468,1908973,2014,01/03/2014 12:38:59 AM,41.906313246,-87.759448862,"(41.906313246, -87.759448862)"
9902846,HX552791,01/01/2014 12:30:00 AM,005XX N RUSH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,false,false,1834,018,42,8,02,1177046,1904098,2014,12/24/2014 12:48:14 PM,41.892185893,-87.625232221,"(41.892185893, -87.625232221)"
9446770,HX100039,01/01/2014 12:30:00 AM,002XX S LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1522,015,29,25,18,1141002,1898565,2014,01/05/2014 12:39:48 AM,41.877742612,-87.757743723,"(41.877742612, -87.757743723)"
9801479,HX450696,01/01/2014 12:30:00 AM,005XX N KINGSBURY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1831,018,42,8,11,1172950,1903930,2014,10/02/2014 12:40:26 PM,41.891816664,-87.640279918,"(41.891816664, -87.640279918)"
9446760,HX100027,01/01/2014 12:30:00 AM,053XX W WELLINGTON AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,2514,025,31,19,08B,1140363,1919391,2014,01/03/2014 12:38:59 AM,41.934903297,-87.759578527,"(41.934903297, -87.759578527)"
9446758,HX100030,01/01/2014 12:30:00 AM,052XX W RACE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1523,015,28,25,14,1141316,1903090,2014,01/03/2014 12:38:59 AM,41.890153991,-87.756479095,"(41.890153991, -87.756479095)"
9447042,HX100393,01/01/2014 12:30:00 AM,003XX W ONTARIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1831,018,42,8,06,1173602,1904456,2014,01/03/2014 12:38:59 AM,41.893245562,-87.637869779,"(41.893245562, -87.637869779)"
9446848,HX100055,01/01/2014 12:30:00 AM,001XX W 103RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0511,005,9,49,08B,1176915,1836691,2014,01/16/2014 12:40:00 AM,41.70721763,-87.627745397,"(41.70721763, -87.627745397)"
9447335,HX100735,01/01/2014 12:30:00 AM,004XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1934,019,44,6,06,1172470,1921478,2014,01/04/2014 12:39:15 AM,41.93997985,-87.641522877,"(41.93997985, -87.641522877)"
9446787,HX100042,01/01/2014 12:30:00 AM,009XX W BELMONT AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,true,false,1933,019,44,6,18,1169257,1921390,2014,01/05/2014 12:39:48 AM,41.939808919,-87.653334147,"(41.939808919, -87.653334147)"
9447158,HX100502,01/01/2014 12:30:00 AM,0000X E ONTARIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1834,018,42,8,07,1176957,1904468,2014,01/04/2014 12:39:15 AM,41.893203207,-87.625547867,"(41.893203207, -87.625547867)"
9447124,HX100467,01/01/2014 12:33:00 AM,083XX S WESTERN AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0835,008,18,70,08A,1161778,1849481,2014,01/09/2014 12:40:53 AM,41.742642461,-87.682823393,"(41.742642461, -87.682823393)"
9465113,HX117680,01/01/2014 12:35:00 AM,133XX S INDIANA AVE,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,SIDEWALK,false,false,0533,005,9,54,04B,1179994,1816594,2014,02/11/2014 12:39:23 AM,41.651998726,-87.617081965,"(41.651998726, -87.617081965)"
9446841,HX100060,01/01/2014 12:35:00 AM,099XX S PARNELL AVE,0460,BATTERY,SIMPLE,STREET,true,false,2232,022,9,73,08B,1174346,1838938,2014,01/03/2014 12:38:59 AM,41.7134411,-87.637086517,"(41.7134411, -87.637086517)"
9446792,HX100033,01/01/2014 12:35:00 AM,082XX S DOBSON AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,APARTMENT,false,false,0631,006,8,44,15,1184636,1850617,2014,05/16/2014 12:37:19 PM,41.745255077,-87.599036317,"(41.745255077, -87.599036317)"
9459441,HX100048,01/01/2014 12:37:07 AM,052XX S INDIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,0231,002,3,40,15,1178534,1870097,2014,01/22/2014 12:39:52 AM,41.79885096,-87.620803517,"(41.79885096, -87.620803517)"
9446778,HX100043,01/01/2014 12:40:00 AM,018XX N KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2534,025,30,20,08B,1148390,1911849,2014,01/03/2014 12:38:59 AM,41.914056152,-87.730273739,"(41.914056152, -87.730273739)"
9446980,HX100247,01/01/2014 12:40:00 AM,041XX S WABASH AVE,0460,BATTERY,SIMPLE,STREET,false,false,0213,002,3,38,08B,1177357,1877774,2014,01/03/2014 12:38:59 AM,41.819944027,-87.624887727,"(41.819944027, -87.624887727)"
9446937,HX100238,01/01/2014 12:42:00 AM,001XX E CHICAGO AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,true,false,1833,018,42,8,24,1177118,1905791,2014,01/03/2014 12:38:59 AM,41.896829937,-87.624916461,"(41.896829937, -87.624916461)"
9446784,HX100062,01/01/2014 12:45:00 AM,012XX S KOLIN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,false,false,1011,010,24,29,04B,1147538,1894079,2014,03/16/2014 12:39:45 AM,41.865309703,-87.733859963,"(41.865309703, -87.733859963)"
9450399,HX103407,01/01/2014 12:45:00 AM,006XX E GRAND AVE,0870,THEFT,POCKET-PICKING,OTHER,false,false,1834,018,42,8,06,1180773,1904096,2014,01/07/2014 12:39:59 AM,41.892095189,-87.611544796,"(41.892095189, -87.611544796)"
9446776,HX100046,01/01/2014 12:50:00 AM,042XX W WILCOX ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),true,false,1115,011,28,26,26,1148016,1899036,2014,01/03/2014 12:38:59 AM,41.878903124,-87.731977704,"(41.878903124, -87.731977704)"
9446858,HX100100,01/01/2014 12:50:00 AM,013XX S INDEPENDENCE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1011,010,24,29,08B,1151507,1893570,2014,01/06/2014 12:39:41 AM,41.86383597,-87.719302878,"(41.86383597, -87.719302878)"
9446781,HX100075,01/01/2014 12:53:00 AM,025XX W THOMAS ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER,false,true,1211,012,26,24,26,1159174,1907268,2014,02/15/2014 12:39:20 AM,41.901270614,-87.69078112,"(41.901270614, -87.69078112)"
9446852,HX100129,01/01/2014 12:58:00 AM,070XX S HONORE ST,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,OTHER,true,false,0735,007,17,67,15,1165190,1858158,2014,01/11/2014 12:39:15 AM,41.766381921,-87.670076615,"(41.766381921, -87.670076615)"
9461518,HX114310,01/01/2014 01:00:00 AM,0000X E MONROE ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0112,001,42,32,06,1177067,1899911,2014,01/17/2014 12:40:17 AM,41.880696069,-87.625281975,"(41.880696069, -87.625281975)"
9446871,HX100156,01/01/2014 01:00:00 AM,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1924,019,44,6,06,1170285,1922731,2014,01/16/2014 12:40:00 AM,41.943466239,-87.649516643,"(41.943466239, -87.649516643)"
9463904,HX100073,01/01/2014 01:00:00 AM,034XX N CLARK ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,TAVERN/LIQUOR STORE,true,false,1924,019,44,6,22,1168805,1923443,2014,01/19/2014 12:40:13 AM,41.945452267,-87.654935659,"(41.945452267, -87.654935659)"
9448289,HX101463,01/01/2014 01:00:00 AM,071XX W GRAND AVE,0810,THEFT,OVER $500,RESTAURANT,false,false,2512,025,36,18,06,1128133,1915290,2014,01/06/2014 12:39:41 AM,41.923865442,-87.804617884,"(41.923865442, -87.804617884)"
9469166,HX122362,01/01/2014 01:00:00 AM,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,018,42,8,06,1176008,1903270,2014,01/23/2014 12:40:19 AM,41.889937261,-87.629069267,"(41.889937261, -87.629069267)"
9447164,HX100565,01/01/2014 01:00:00 AM,015XX N MASSASOIT AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2531,025,29,25,06,1137769,1909553,2014,01/05/2014 12:39:48 AM,41.907953958,-87.769349467,"(41.907953958, -87.769349467)"
9466357,HX100611,01/01/2014 01:00:00 AM,006XX N DEARBORN ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1832,018,42,8,06,1175786,1904527,2014,01/20/2014 12:40:05 AM,41.893391532,-87.629846693,"(41.893391532, -87.629846693)"
9452483,HX100044,01/01/2014 01:00:00 AM,034XX N CLARK ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,SIDEWALK,true,false,1924,019,44,6,22,1168784,1923477,2014,01/12/2014 12:40:28 AM,41.94554602,-87.655011858,"(41.94554602, -87.655011858)"
9670637,HX320582,01/01/2014 01:00:00 AM,081XX S VINCENNES AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, GROUNDS",true,false,0622,006,21,44,17,1174722,1850745,2014,10/31/2014 03:20:56 PM,41.745832739,-87.635358835,"(41.745832739, -87.635358835)"
9450763,HX103146,01/01/2014 01:00:00 AM,003XX N ORLEANS ST,0810,THEFT,OVER $500,HOTEL/MOTEL,false,false,1831,018,42,8,06,1173830,1902818,2014,01/07/2014 12:39:59 AM,41.888745721,-87.63708124,"(41.888745721, -87.63708124)"
9671664,HX321026,01/01/2014 01:00:00 AM,081XX S VINCENNES AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"SCHOOL, PUBLIC, GROUNDS",true,false,0622,006,21,44,02,1174722,1850745,2014,10/31/2014 03:20:56 PM,41.745832739,-87.635358835,"(41.745832739, -87.635358835)"
9447133,HX100475,01/01/2014 01:00:00 AM,061XX N SEELEY AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,2413,024,40,2,08B,1161511,1940636,2014,01/04/2014 12:39:15 AM,41.992785918,-87.681264669,"(41.992785918, -87.681264669)"
9627275,HX278082,01/01/2014 01:00:00 AM,017XX W 17TH ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,1234,012,25,31,02,1164924,1891740,2014,05/28/2014 12:40:21 PM,41.858540391,-87.670101626,"(41.858540391, -87.670101626)"
9447304,HX100683,01/01/2014 01:00:00 AM,046XX N MONTICELLO AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,1723,017,33,14,05,1151172,1930831,2014,01/22/2014 12:39:52 AM,41.966090135,-87.719553759,"(41.966090135, -87.719553759)"
9631157,HX278154,01/01/2014 01:00:00 AM,118XX S LAFLIN ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0524,005,34,53,20,1168501,1826346,2014,05/31/2014 12:38:16 PM,41.679014303,-87.658854128,"(41.679014303, -87.658854128)"
9446805,HX100049,01/01/2014 01:00:00 AM,026XX W WINONA ST,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,2031,020,40,4,08A,1157978,1934102,2014,01/03/2014 12:38:59 AM,41.974929412,-87.694439581,"(41.974929412, -87.694439581)"
9670608,HX320586,01/01/2014 01:00:00 AM,011XX W 50TH ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0933,009,16,61,20,1169702,1871686,2014,06/28/2014 12:36:34 PM,41.803407682,-87.653146204,"(41.803407682, -87.653146204)"
9448901,HX102090,01/01/2014 01:00:00 AM,009XX W BELMONT AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1933,019,44,6,06,1169257,1921390,2014,01/05/2014 12:39:48 AM,41.939808919,-87.653334147,"(41.939808919, -87.653334147)"
9541725,HX195178,01/01/2014 01:00:00 AM,013XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,false,false,1433,014,1,24,14,1164777,1908978,2014,03/27/2014 12:41:25 AM,41.90584597,-87.670152248,"(41.90584597, -87.670152248)"
9446877,HX100242,01/01/2014 01:00:00 AM,037XX N BROADWAY,0810,THEFT,OVER $500,BAR OR TAVERN,false,false,1925,019,46,6,06,1170392,1925122,2014,01/03/2014 12:38:59 AM,41.95002489,-87.649053206,"(41.95002489, -87.649053206)"
9911450,HY100499,01/01/2014 01:00:00 AM,028XX W MC LEAN AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1414,014,35,22,06,1156763,1913496,2014,01/02/2015 12:40:27 PM,41.918409977,-87.699467919,"(41.918409977, -87.699467919)"
9446769,HX100061,01/01/2014 01:00:00 AM,064XX S CENTRAL PARK AVE,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,true,false,0823,008,13,65,18,1153389,1861560,2014,01/05/2014 12:39:48 AM,41.775959113,-87.713242128,"(41.775959113, -87.713242128)"
10312561,HY501368,01/01/2014 01:00:00 AM,0000X E PEARSON ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,OTHER,false,false,1833,018,42,8,11,1176504,1906083,2014,11/16/2015 03:58:44 PM,41.897645089,-87.627162731,"(41.897645089, -87.627162731)"
9450497,HX103675,01/01/2014 01:00:00 AM,009XX E 53RD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0233,002,4,41,06,1183334,1870292,2014,01/07/2014 12:39:59 AM,41.799275525,-87.603194971,"(41.799275525, -87.603194971)"
9729308,HX378966,01/01/2014 01:00:00 AM,024XX E 81ST ST,0261,CRIM SEXUAL ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,false,0422,004,7,46,02,1194184,1851706,2014,08/09/2014 12:36:35 PM,41.748014472,-87.564015798,"(41.748014472, -87.564015798)"
9452968,HX106111,01/01/2014 01:00:00 AM,033XX W WASHINGTON BLVD,0820,THEFT,$500 AND UNDER,STREET,false,false,1123,011,28,27,06,1154194,1900446,2014,01/10/2014 12:39:32 AM,41.882651282,-87.709255456,"(41.882651282, -87.709255456)"
9446898,HX100158,01/01/2014 01:00:00 AM,008XX S PLYMOUTH CT,0479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,false,false,0123,001,2,32,04B,1176235,1896230,2014,03/17/2014 12:39:52 AM,41.87061398,-87.628447976,"(41.87061398, -87.628447976)"
9447390,HX100839,01/01/2014 01:00:00 AM,017XX W ARTHUR AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,2432,024,40,1,06,1163592,1943442,2014,01/05/2014 12:39:48 AM,42.000441923,-87.673530502,"(42.000441923, -87.673530502)"
9446903,HX100202,01/01/2014 01:00:00 AM,021XX S WABASH AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,0131,001,2,33,06,1177122,1890149,2014,01/03/2014 12:38:59 AM,41.85390729,-87.625375636,"(41.85390729, -87.625375636)"
9447167,HX100516,01/01/2014 01:00:00 AM,091XX S NORMAL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2223,022,21,73,06,1174530,1844292,2014,01/04/2014 12:39:15 AM,41.728129134,-87.636253876,"(41.728129134, -87.636253876)"
9446794,HX100047,01/01/2014 01:00:00 AM,018XX W BERENICE AVE,0460,BATTERY,SIMPLE,STREET,false,false,1922,019,47,5,08B,1162999,1925626,2014,01/08/2014 12:39:35 AM,41.951566645,-87.676214786,"(41.951566645, -87.676214786)"
9447203,HX100536,01/01/2014 01:00:00 AM,005XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,0123,001,2,32,06,1177325,1897925,2014,01/21/2014 12:39:39 AM,41.875240528,-87.624394869,"(41.875240528, -87.624394869)"
9446952,HX100219,01/01/2014 01:00:00 AM,008XX N KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,false,false,1111,011,37,23,08B,1148855,1905475,2014,01/09/2014 12:40:53 AM,41.89655627,-87.728730443,"(41.89655627, -87.728730443)"
9446833,HX100069,01/01/2014 01:00:00 AM,105XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,2232,022,34,73,14,1171885,1835079,2014,03/25/2014 12:39:08 AM,41.70290568,-87.646212336,"(41.70290568, -87.646212336)"
9447116,HX100457,01/01/2014 01:00:00 AM,006XX N DEARBORN ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1832,018,42,8,06,1175786,1904527,2014,01/04/2014 12:39:15 AM,41.893391532,-87.629846693,"(41.893391532, -87.629846693)"
9447131,HX100387,01/01/2014 01:00:00 AM,008XX W 15TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1232,012,25,28,08B,1170966,1892645,2014,02/17/2014 12:38:48 AM,41.860893568,-87.647897184,"(41.860893568, -87.647897184)"
9499433,HX154576,01/01/2014 01:03:00 AM,037XX N WHIPPLE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,1733,017,33,16,26,1155428,1924657,2014,06/13/2014 12:36:59 PM,41.949063562,-87.704071854,"(41.949063562, -87.704071854)"
9446878,HX100154,01/01/2014 01:03:00 AM,010XX W HOLLYWOOD AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,PARKING LOT/GARAGE(NON.RESID.),true,false,2022,020,48,77,08B,1168140,1938073,2014,01/11/2014 12:39:15 AM,41.985611892,-87.656955436,"(41.985611892, -87.656955436)"
9446970,HX100097,01/01/2014 01:04:00 AM,047XX S ELLIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,false,0222,002,4,39,08B,1183671,1873986,2014,01/06/2014 12:39:41 AM,41.809404287,-87.601843832,"(41.809404287, -87.601843832)"
9446939,HX100051,01/01/2014 01:05:00 AM,070XX S CRANDON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0331,003,5,43,08B,1192577,1858898,2014,01/10/2014 12:39:32 AM,41.767789174,-87.569670314,"(41.767789174, -87.569670314)"
9446827,HX100121,01/01/2014 01:07:00 AM,077XX S NORMAL AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,APARTMENT,true,false,0621,006,17,69,24,1174348,1853430,2014,01/03/2014 12:38:59 AM,41.753209032,-87.636649579,"(41.753209032, -87.636649579)"
9446801,HX100078,01/01/2014 01:10:00 AM,053XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1522,015,28,25,08B,1140537,1899540,2014,01/03/2014 12:38:59 AM,41.880426682,-87.75942717,"(41.880426682, -87.75942717)"
9446807,HX100117,01/01/2014 01:10:00 AM,006XX E OAKWOOD BLVD,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,true,false,0214,002,4,38,08B,1181407,1878855,2014,01/03/2014 12:38:59 AM,41.822817779,-87.609997365,"(41.822817779, -87.609997365)"
9447122,HX100066,01/01/2014 01:10:00 AM,048XX W FERDINAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1532,015,28,25,08B,1144062,1902852,2014,01/10/2014 12:39:32 AM,41.889449791,-87.746400382,"(41.889449791, -87.746400382)"
9446929,HX100084,01/01/2014 01:10:00 AM,065XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0726,007,15,67,08B,1164450,1860996,2014,01/16/2014 12:40:00 AM,41.774185405,-87.672709097,"(41.774185405, -87.672709097)"
9446795,HX100094,01/01/2014 01:15:00 AM,055XX N HARLEM AVE,0460,BATTERY,SIMPLE,CTA TRAIN,true,false,1612,016,41,10,08B,1127330,1936554,2014,01/03/2014 12:38:59 AM,41.982229851,-87.807088714,"(41.982229851, -87.807088714)"
9446912,HX100211,01/01/2014 01:15:00 AM,004XX E 76TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0624,006,6,69,08B,1180755,1854765,2014,01/11/2014 12:39:15 AM,41.756727649,-87.613129585,"(41.756727649, -87.613129585)"
9446774,HX100101,01/01/2014 01:19:00 AM,026XX E 78TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0421,004,7,43,18,1195597,1853810,2014,01/05/2014 12:39:48 AM,41.753753224,-87.558768811,"(41.753753224, -87.558768811)"
9446887,HX100135,01/01/2014 01:19:00 AM,120XX S LOOMIS ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,true,false,0524,005,34,53,08A,1169120,1824942,2014,01/04/2014 12:39:15 AM,41.675148166,-87.656628697,"(41.675148166, -87.656628697)"
9449960,HX100091,01/01/2014 01:20:00 AM,032XX N KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,false,true,1731,017,31,16,08B,1147875,1921368,2014,01/09/2014 12:40:53 AM,41.940187083,-87.731920489,"(41.940187083, -87.731920489)"
9446788,HX100103,01/01/2014 01:25:00 AM,034XX W 62ND PL,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,false,0823,008,15,66,04A,1154299,1863002,2014,05/16/2014 12:37:19 PM,41.779898126,-87.709867783,"(41.779898126, -87.709867783)"
